playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,rebound50s W Mean,rebound50s Scalar,bounces W Mean,bounces Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.marksOnLead W Mean,extendedStats.marksOnLead Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Ryan Angwin,9.0,27.0,6.31,8.0,16.0,30.48,4.0,12.0,3.12,9.0,36.0,232.47,2.0,2.0,137.81,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,16.46,8.0,-10.43,8.0,42.98,1.0,125.23,3.0,-12.69,1.0,-30.75,5.0,106.1,0.0,-100.0,3.0,199.7,1.0,431.91,402.0,72.59,88.9,42.98,0.0,-100.0,2.0,143.01,93.0,-0.0,43.58,93.0
Ryan Burton,7.0,21.0,-17.32,4.5,9.0,-26.6,3.07,9.21,-20.86,1.86,7.44,-31.29,0.86,0.86,2.26,1.79,-5.37,127.74,0.14,0.84,-81.18,1.0,1.0,99.6,11.5,-21.22,8.5,-4.84,2.86,-48.88,0.93,109.46,2.14,-37.72,0.0,-100.0,4.5,85.49,0.14,-81.38,1.93,92.81,0.0,-100.0,407.14,74.8,57.57,-7.41,1.0,141.55,0.07,-91.49,44.0,-0.0,-32.07,43.98
Ryan Byrnes,11.29,33.87,33.36,5.71,11.42,-6.87,4.14,12.42,6.73,2.14,8.56,-20.95,0.43,0.43,-48.87,0.14,-0.42,-82.19,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,16.46,11.0,23.15,5.57,-0.45,0.57,28.38,3.57,3.9,1.43,-0.97,1.71,-29.51,0.28,-62.77,2.43,142.76,0.86,357.45,312.86,34.32,59.89,-3.68,0.72,73.91,0.86,4.5,66.28,12.98,2.33,66.28
Ryan Clarke,4.86,14.58,-42.59,6.43,12.86,4.88,2.11,6.33,-45.6,3.72,14.88,37.42,0.35,0.35,-58.38,0.65,-1.95,-17.3,0.07,0.42,-90.59,0.07,0.07,-86.03,11.29,-22.66,6.79,-23.98,4.25,-24.04,0.0,-100.0,2.11,-38.59,0.35,-75.76,1.18,-51.36,0.32,-57.45,0.28,-72.03,0.0,-100.0,81.36,-65.07,74.08,19.14,0.04,-90.34,0.43,-47.75,47.54,-8.94,-26.61,47.54
Ryan Lester,9.0,27.0,6.31,5.0,10.0,-18.45,2.0,6.0,-48.44,4.0,16.0,47.77,3.0,3.0,256.72,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-4.09,7.0,-21.63,6.0,7.24,0.0,-100.0,2.0,-41.79,1.0,-30.75,1.0,-58.78,0.0,-100.0,1.0,-0.1,0.0,-100.0,315.0,35.24,66.7,7.27,0.0,-100.0,2.0,143.01,62.0,-0.0,-4.28,62.0
Ryan Maric,6.54,19.62,-22.75,5.35,10.7,-12.74,3.74,11.22,-3.58,1.19,4.76,-56.04,0.4,0.4,-52.44,0.6,-1.8,-23.66,0.74,4.44,-0.54,0.05,0.05,-90.02,11.91,-18.41,8.03,-10.1,3.98,-28.87,0.65,46.4,3.1,-9.78,0.74,-48.75,1.45,-40.23,0.72,-4.26,0.62,-38.06,0.0,-100.0,163.19,-29.94,74.31,19.51,0.62,49.76,0.48,-41.68,49.43,-2.12,-23.69,49.39
Ryley Sanders,9.0,27.0,6.31,8.5,17.0,38.64,5.5,16.5,41.79,4.0,16.0,47.77,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.5,19.89,12.5,39.95,4.0,-28.51,0.0,-100.0,5.5,60.07,1.5,3.88,2.0,-17.56,0.5,-33.51,2.0,99.8,0.0,-100.0,231.5,-0.61,50.0,-19.58,0.0,-100.0,1.0,21.51,76.5,-0.0,18.1,76.5
Sam Berry,9.29,27.87,9.73,8.14,16.28,32.77,0.57,1.71,-85.31,7.43,29.72,174.47,2.0,2.0,137.81,0.86,-2.58,9.41,0.0,0.0,-100.0,0.0,0.0,-100.0,17.43,19.41,9.57,7.14,9.43,68.54,0.0,-100.0,0.57,-83.41,3.86,167.31,2.57,5.94,0.14,-81.38,1.43,42.86,0.57,203.19,261.43,12.24,46.99,-24.43,0.0,-100.0,1.14,38.52,75.0,-9.09,15.79,75.0
Sam Butler,5.28,15.84,-37.63,7.71,15.42,25.75,3.57,10.71,-7.97,1.14,4.56,-57.89,0.86,0.86,2.26,1.0,-3.0,27.23,1.0,6.0,34.41,0.28,0.28,-44.11,13.0,-10.94,7.71,-13.68,6.43,14.92,0.57,28.38,3.0,-12.69,0.57,-60.53,1.86,-23.33,0.14,-81.38,0.28,-72.03,0.0,-100.0,136.29,-41.49,60.69,-2.39,0.0,-100.0,0.72,-12.52,50.71,14.82,-21.71,50.67
Sam Darcy,7.12,21.36,-15.9,4.38,8.76,-28.56,5.38,16.14,38.7,2.5,10.0,-7.65,0.5,0.5,-40.55,1.0,-3.0,27.23,1.75,10.5,135.22,1.0,1.0,99.6,11.5,-21.22,4.25,-52.42,7.12,27.26,2.75,519.37,2.62,-23.75,1.0,-30.75,1.5,-38.17,2.38,216.49,0.25,-75.02,0.0,-100.0,176.38,-24.27,64.9,4.38,0.12,-71.01,1.0,21.51,71.25,-0.0,10.0,65.26
Sam Day,7.57,22.71,-10.58,2.0,4.0,-67.38,4.57,13.71,17.81,3.43,13.72,26.71,1.0,1.0,18.91,0.14,-0.42,-82.19,1.0,6.0,34.41,0.86,0.86,71.66,9.57,-34.44,3.71,-58.46,5.71,2.06,2.86,544.14,1.71,-50.23,0.14,-90.3,2.0,-17.56,1.86,147.34,0.0,-100.0,0.0,-100.0,190.57,-18.18,40.71,-34.53,1.71,313.04,0.29,-64.76,63.57,27.14,-1.86,61.58
Sam Docherty,14.5,43.5,71.27,12.5,25.0,103.88,6.5,19.5,67.57,7.0,28.0,158.59,1.0,1.0,18.91,0.5,-1.5,-36.39,0.5,3.0,-32.8,0.0,0.0,-100.0,27.0,84.97,20.0,123.91,7.5,34.05,0.0,-100.0,6.5,89.17,1.5,3.88,1.5,-38.17,0.0,-100.0,5.0,399.5,1.0,431.91,421.0,80.75,73.25,17.81,0.0,-100.0,1.0,21.51,118.5,-0.0,82.95,118.5
Sam Draper,6.14,18.42,-27.47,4.29,8.58,-30.03,4.29,12.87,10.6,2.0,8.0,-26.12,0.29,0.29,-65.52,1.71,-5.13,117.56,0.86,5.16,15.59,0.0,0.0,-100.0,10.43,-28.55,5.29,-40.77,4.0,-28.51,0.86,93.69,3.43,-0.17,2.29,58.59,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,160.71,-31.0,53.06,-14.66,0.0,-100.0,1.29,56.74,60.71,10.38,-6.27,48.19
Sam Durham,10.19,30.57,20.36,10.37,20.74,69.14,3.96,11.88,2.09,4.08,16.32,50.72,0.84,0.84,-0.12,1.49,-4.47,89.57,0.38,2.28,-48.92,0.24,0.24,-52.1,20.56,40.85,12.4,38.83,8.84,58.0,0.3,-32.43,3.67,6.81,3.78,161.77,4.2,73.12,0.24,-68.09,1.38,37.86,0.63,235.11,341.17,46.48,69.84,12.32,0.4,-3.38,1.61,95.63,78.43,18.63,21.08,78.4
Sam Flanders,13.0,39.0,53.56,12.5,25.0,103.88,6.5,19.5,67.57,3.0,12.0,10.82,0.75,0.75,-10.82,0.0,-0.0,-100.0,1.0,6.0,34.41,0.25,0.25,-50.1,25.5,74.69,14.0,56.74,10.75,92.14,0.25,-43.69,6.25,81.9,2.75,90.44,4.5,85.49,0.75,-0.27,1.5,49.85,0.25,32.98,342.0,46.83,62.78,0.97,0.5,20.77,1.25,51.88,102.5,-0.0,58.24,102.5
Sam Frost,4.0,12.0,-52.75,5.0,10.0,-18.45,2.0,6.0,-48.44,2.0,8.0,-26.12,2.0,2.0,137.81,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-38.34,5.0,-44.02,5.0,-10.63,0.0,-100.0,2.0,-41.79,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.0,299.6,0.0,-100.0,94.0,-59.64,100.0,60.83,0.0,-100.0,0.0,-100.0,38.0,-0.0,-41.33,38.0
Sam Mayes,6.0,18.0,-29.13,2.0,4.0,-67.38,3.0,9.0,-22.66,3.0,12.0,10.82,1.0,1.0,18.91,2.0,-6.0,154.45,2.0,12.0,168.82,3.0,3.0,498.8,8.0,-45.19,3.0,-66.41,5.0,-10.63,1.0,125.23,2.0,-41.79,0.0,-100.0,1.0,-58.78,2.0,165.96,0.0,-100.0,0.0,-100.0,177.0,-24.01,50.0,-19.58,0.0,-100.0,1.0,21.51,53.0,-0.0,-18.18,53.0
Sam Menegola,14.0,42.0,65.37,5.0,10.0,-18.45,5.0,15.0,28.9,1.0,4.0,-63.06,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,34.41,0.0,0.0,-100.0,19.0,30.16,17.0,90.33,2.0,-64.25,0.0,-100.0,5.0,45.52,0.0,-100.0,4.0,64.88,0.0,-100.0,2.0,99.8,0.0,-100.0,411.0,76.46,64.3,3.41,0.0,-100.0,1.0,21.51,77.0,-0.0,18.88,77.0
Sam Naismith,3.0,9.0,-64.56,6.0,12.0,-2.14,4.0,12.0,3.12,2.0,8.0,-26.12,1.0,1.0,18.91,3.0,-9.0,281.68,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-38.34,4.0,-55.22,6.0,7.24,1.0,125.23,3.0,-12.69,2.0,38.5,0.0,-100.0,2.0,165.96,0.0,-100.0,0.0,-100.0,69.0,-70.38,33.3,-46.44,1.0,141.55,0.0,-100.0,42.0,-0.0,-35.16,33.0
Sam Petrevski-Seton,8.5,25.5,0.4,5.1,10.2,-16.82,3.03,9.09,-21.89,3.29,13.16,21.54,1.0,1.0,18.91,0.49,-1.47,-37.66,0.39,2.34,-47.58,0.39,0.39,-22.16,13.6,-6.83,7.4,-17.15,6.59,17.78,0.17,-61.71,2.86,-16.76,1.22,-15.51,1.3,-46.41,0.39,-48.14,1.08,7.89,0.0,-100.0,161.18,-30.8,69.36,11.55,0.69,66.67,1.56,89.55,60.21,7.07,-7.04,60.21
Sam Powell-Pepper,5.91,17.73,-30.19,3.88,7.76,-36.72,2.14,6.42,-44.83,3.88,15.52,43.33,0.54,0.54,-35.79,1.9,-5.7,141.73,0.63,3.78,-15.32,1.85,1.85,269.26,9.8,-32.86,5.38,-39.77,3.98,-28.87,0.47,5.86,1.66,-51.69,0.65,-54.99,1.25,-48.47,0.14,-81.38,0.48,-52.05,0.01,-94.68,187.39,-19.55,41.57,-33.14,0.05,-87.92,0.53,-35.6,47.93,-19.87,-26.0,47.9
Sam Reid,6.5,19.5,-23.22,3.5,7.0,-42.91,2.5,7.5,-35.55,4.5,18.0,66.24,1.0,1.0,18.91,2.0,-6.0,154.45,1.5,9.0,101.61,1.5,1.5,199.4,10.0,-31.49,4.0,-55.22,5.5,-1.7,2.0,350.45,0.5,-85.45,0.0,-100.0,1.5,-38.17,1.0,32.98,0.0,-100.0,0.0,-100.0,199.0,-14.56,61.9,-0.45,0.0,-100.0,1.0,21.51,64.5,-0.0,-0.42,57.5
Sam Sturt,6.29,18.87,-25.7,4.71,9.42,-23.18,3.71,11.13,-4.36,1.71,6.84,-36.83,0.57,0.57,-32.22,0.57,-1.71,-27.48,2.0,12.0,168.82,0.57,0.57,13.77,11.0,-24.64,7.43,-16.82,3.86,-31.01,0.43,-3.15,3.29,-4.25,0.71,-50.83,1.43,-41.06,1.43,90.16,0.29,-71.03,0.29,54.26,181.0,-22.29,68.29,9.83,0.57,37.68,0.43,-47.75,57.71,-0.0,-10.9,57.69
Sam Switkowski,6.07,18.21,-28.3,6.65,13.3,8.47,2.59,7.77,-33.23,6.29,25.16,132.36,1.21,1.21,43.88,0.54,-1.62,-31.3,0.69,4.14,-7.26,0.64,0.64,27.74,12.72,-12.86,7.48,-16.26,5.47,-2.23,0.2,-54.95,2.38,-30.73,1.84,27.42,3.18,31.08,0.47,-37.5,0.15,-85.01,0.07,-62.77,183.09,-21.39,52.16,-16.11,0.4,-3.38,1.1,33.66,68.79,1.67,6.2,68.81
Sam Walsh,14.43,43.29,70.45,16.86,33.72,175.0,5.07,15.21,30.7,4.0,16.0,47.77,1.21,1.21,43.88,1.29,-3.87,64.12,0.21,1.26,-71.77,0.5,0.5,-0.2,31.29,114.36,23.21,159.85,8.29,48.17,0.0,-100.0,5.07,47.56,1.71,18.42,4.5,85.49,0.86,14.36,1.57,56.84,0.21,11.7,356.43,53.03,64.44,3.64,1.29,211.59,1.86,126.0,107.36,1.52,65.75,107.32
Sam Weideman,5.0,15.0,-40.94,5.5,11.0,-10.29,5.0,15.0,28.9,0.0,0.0,-100.0,0.5,0.5,-40.55,0.5,-1.5,-36.39,1.0,6.0,34.41,1.0,1.0,99.6,10.5,-28.07,7.5,-16.03,3.0,-46.38,0.5,12.61,4.5,30.97,0.0,-100.0,1.5,-38.17,1.5,99.47,0.0,-100.0,0.0,-100.0,68.0,-70.81,70.0,12.58,2.0,383.09,0.0,-100.0,47.0,-0.0,-27.44,47.0
Sam Wicks,4.5,13.5,-46.85,5.33,10.66,-13.06,1.41,4.23,-63.65,3.04,12.16,12.3,0.34,0.34,-59.57,0.47,-1.41,-40.2,0.17,1.02,-77.15,0.66,0.66,31.74,9.84,-32.59,5.09,-43.01,4.04,-27.79,0.02,-95.5,1.39,-59.55,0.36,-75.07,1.75,-27.86,0.36,-52.13,0.02,-98.0,0.0,-100.0,100.82,-56.71,51.28,-17.53,0.06,-85.51,0.07,-91.49,41.13,-14.76,-36.5,41.16
Samson Ryan,4.2,12.6,-50.39,3.04,6.08,-50.42,1.35,4.05,-65.2,0.14,0.56,-94.83,1.31,1.31,55.77,1.02,-3.06,29.77,0.57,3.42,-23.39,0.1,0.1,-80.04,7.24,-50.4,3.67,-58.91,3.59,-35.84,0.53,19.37,0.82,-76.14,1.43,-0.97,1.45,-40.23,0.2,-73.4,0.16,-84.02,0.0,-100.0,85.47,-63.3,73.49,18.19,0.04,-90.34,1.14,38.52,35.47,-19.65,-45.24,25.06
Scott Pendlebury,16.5,49.5,94.9,9.5,19.0,54.95,4.0,12.0,3.12,6.5,26.0,140.12,0.5,0.5,-40.55,0.5,-1.5,-36.39,1.0,6.0,34.41,0.5,0.5,-0.2,26.0,78.12,13.0,45.54,11.5,105.54,0.0,-100.0,4.0,16.41,8.5,488.64,5.0,106.1,0.0,-100.0,0.5,-50.05,0.0,-100.0,370.5,59.07,68.45,10.09,0.5,20.77,2.5,203.77,112.0,-0.0,72.91,112.0
Seamus Mitchell,5.0,15.0,-40.94,1.0,2.0,-83.69,4.0,12.0,3.12,4.0,16.0,47.77,1.0,1.0,18.91,2.0,-6.0,154.45,0.0,0.0,-100.0,0.0,0.0,-100.0,6.0,-58.9,4.0,-55.22,3.0,-46.38,1.0,125.23,3.0,-12.69,0.0,-100.0,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,110.0,-52.77,100.0,60.83,0.0,-100.0,1.0,21.51,40.0,-0.0,-38.25,40.0
Sebastian Ross,14.5,43.5,71.27,12.5,25.0,103.88,4.0,12.0,3.12,2.0,8.0,-26.12,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,27.0,84.97,19.5,118.32,7.5,34.05,0.0,-100.0,4.0,16.41,3.0,107.76,5.0,106.1,0.5,-33.51,0.5,-50.05,2.0,963.83,394.0,69.16,57.35,-7.76,0.0,-100.0,1.0,21.51,88.5,-0.0,36.63,88.5
Seth Campbell,7.5,22.5,-11.41,4.0,8.0,-34.76,2.9,8.7,-25.24,2.5,10.0,-7.65,0.5,0.5,-40.55,0.3,-0.9,-61.83,0.6,3.6,-19.35,0.7,0.7,39.72,11.5,-21.22,6.7,-24.99,4.8,-14.21,0.1,-77.48,2.8,-18.51,0.5,-65.37,2.4,-1.07,0.6,-20.21,0.4,-60.04,0.6,219.15,234.9,0.85,61.01,-1.88,0.5,20.77,0.4,-51.4,53.1,-0.0,-18.02,53.1
Shai Bolton,9.08,27.24,7.25,6.9,13.8,12.54,4.26,12.78,9.82,2.9,11.6,7.13,0.75,0.75,-10.82,1.09,-3.27,38.68,1.35,8.1,81.45,1.05,1.05,109.58,15.98,9.47,8.98,0.54,7.23,29.22,0.71,59.91,3.55,3.32,2.49,72.44,3.98,64.06,1.69,124.73,0.24,-76.02,1.68,793.62,290.32,24.65,51.72,-16.82,0.93,124.64,0.44,-46.54,72.07,-5.44,11.27,72.05
Shane Edwards,8.0,24.0,-5.5,5.4,10.8,-11.92,2.6,7.8,-32.97,0.8,3.2,-70.45,0.2,0.2,-76.22,0.6,-1.8,-23.66,1.8,10.8,141.94,0.4,0.4,-20.16,13.4,-8.2,9.4,5.24,3.8,-32.08,0.0,-100.0,2.6,-24.33,0.2,-86.15,2.0,-17.56,0.8,6.38,0.6,-40.06,0.6,219.15,242.4,4.07,69.28,11.42,0.2,-51.69,0.4,-51.4,55.4,-0.0,-14.47,55.4
Shane McAdam,5.65,16.95,-33.26,4.69,9.38,-23.5,4.36,13.08,12.4,3.59,14.36,32.62,0.73,0.73,-13.2,0.6,-1.8,-23.66,1.8,10.8,141.94,0.56,0.56,11.78,10.34,-29.16,6.54,-26.78,4.19,-25.11,0.68,53.15,3.7,7.68,0.02,-98.61,1.42,-41.47,2.18,189.89,0.17,-83.02,0.03,-84.04,150.37,-35.44,67.34,8.3,1.48,257.49,0.04,-95.14,64.12,0.22,-1.01,64.06
Shannon Neale,5.36,16.08,-36.69,4.0,8.0,-34.76,3.07,9.21,-20.86,2.36,9.44,-12.82,1.0,1.0,18.91,1.0,-3.0,27.23,1.07,6.42,43.82,0.64,0.64,27.74,9.36,-35.88,4.29,-51.97,5.5,-1.7,1.21,172.52,1.86,-45.87,0.21,-85.46,1.5,-38.17,1.29,71.54,0.0,-100.0,0.0,-100.0,145.71,-37.44,56.97,-8.37,0.14,-66.18,0.86,4.5,51.21,14.12,-20.94,47.79
Shaun Higgins,8.0,24.0,-5.5,9.0,18.0,46.79,2.0,6.0,-48.44,5.0,20.0,84.71,2.0,2.0,137.81,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,16.46,14.0,56.74,3.0,-46.38,0.0,-100.0,2.0,-41.79,1.0,-30.75,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,255.0,9.48,75.0,20.62,0.0,-100.0,2.0,143.01,70.0,-0.0,8.07,70.0
Shaun Mannagh,12.67,38.01,49.66,5.67,11.34,-7.52,2.83,8.49,-27.04,6.0,24.0,121.65,1.17,1.17,39.12,0.83,-2.49,5.6,1.0,6.0,34.41,1.17,1.17,133.53,18.33,25.57,9.67,8.26,7.33,31.01,0.17,-61.71,2.67,-22.29,3.0,107.76,3.33,37.26,1.0,32.98,1.0,-0.1,0.67,256.38,348.17,49.48,56.35,-9.37,0.17,-58.94,1.5,82.26,87.67,-0.0,35.35,87.69
Steele Sidebottom,12.0,36.0,41.74,8.0,16.0,30.48,1.0,3.0,-74.22,7.0,28.0,158.59,2.0,2.0,137.81,1.0,-3.0,27.23,1.0,6.0,34.41,0.0,0.0,-100.0,20.0,37.01,6.0,-32.83,11.0,96.6,0.0,-100.0,1.0,-70.9,4.0,177.01,4.0,64.88,0.0,-100.0,0.0,-100.0,0.0,-100.0,290.0,24.51,58.3,-6.24,0.0,-100.0,3.0,264.52,88.0,-0.0,35.86,88.0
Steely Green,6.5,19.5,-23.22,3.75,7.5,-38.84,2.5,7.5,-35.55,1.0,4.0,-63.06,0.75,0.75,-10.82,0.0,-0.0,-100.0,1.25,7.5,68.01,0.25,0.25,-50.1,10.25,-29.78,7.5,-16.03,2.75,-50.85,0.0,-100.0,2.5,-27.24,0.75,-48.06,3.25,33.97,0.75,-0.27,0.25,-75.02,0.5,165.96,220.75,-5.22,68.28,9.82,0.75,81.16,0.75,-8.87,47.0,-0.0,-27.44,47.0
Stefan Giro,5.0,15.0,-40.94,4.0,8.0,-34.76,4.0,12.0,3.12,0.0,0.0,-100.0,2.0,2.0,137.81,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-38.34,7.0,-21.63,3.0,-46.38,0.0,-100.0,4.0,16.41,0.0,-100.0,3.0,23.66,0.0,-100.0,0.0,-100.0,0.0,-100.0,216.0,-7.26,80.0,28.66,2.0,383.09,0.0,-100.0,37.0,-0.0,-42.88,37.0
Stephen Coniglio,11.8,35.4,39.38,12.4,24.8,102.25,3.3,9.9,-14.93,4.9,19.6,81.01,0.9,0.9,7.02,1.3,-3.9,65.39,1.0,6.0,34.41,0.8,0.8,59.68,24.2,65.79,14.4,61.22,9.7,73.37,0.2,-54.95,3.1,-9.78,4.0,177.01,3.0,23.66,0.5,-33.51,0.6,-40.06,0.6,219.15,294.4,26.4,62.82,1.03,0.5,20.77,1.5,82.26,93.5,-0.0,44.35,93.5
Steven Motlop,7.62,22.86,-9.99,4.75,9.5,-22.52,3.25,9.75,-16.22,2.62,10.48,-3.21,0.5,0.5,-40.55,1.0,-3.0,27.23,0.88,5.28,18.28,0.38,0.38,-24.15,12.38,-15.19,7.75,-13.23,4.5,-19.57,0.5,12.61,2.75,-19.97,0.25,-82.69,3.0,23.66,0.62,-17.55,0.25,-75.02,0.0,-100.0,208.88,-10.32,71.43,14.88,0.25,-39.61,0.5,-39.25,55.75,-0.0,-13.93,55.75
Taj Woewodin,4.5,13.5,-46.85,4.75,9.5,-22.52,2.0,6.0,-48.44,1.75,7.0,-35.35,0.75,0.75,-10.82,0.5,-1.5,-36.39,0.5,3.0,-32.8,0.25,0.25,-50.1,9.25,-36.63,5.75,-35.62,3.5,-37.44,0.25,-43.69,1.75,-49.07,0.75,-48.06,2.0,-17.56,0.25,-66.76,0.5,-50.05,0.0,-100.0,151.0,-35.17,56.25,-9.53,0.25,-39.61,0.25,-69.62,38.5,-0.0,-40.56,38.5
Tanner Bruhn,6.0,18.0,-29.13,6.0,12.0,-2.14,2.0,6.0,-48.44,3.0,12.0,10.82,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,2.0,2.0,299.2,12.0,-17.79,9.0,0.76,3.0,-46.38,0.0,-100.0,2.0,-41.79,2.0,38.5,3.0,23.66,0.0,-100.0,0.0,-100.0,0.0,-100.0,144.0,-38.18,66.7,7.27,0.0,-100.0,1.0,21.51,47.0,-0.0,-27.44,47.0
Tarryn Thomas,11.61,34.83,37.14,9.89,19.78,61.31,2.04,6.12,-47.41,4.96,19.84,83.23,1.43,1.43,70.04,0.96,-2.88,22.14,0.86,5.16,15.59,0.86,0.86,71.66,21.5,47.29,9.89,10.73,11.71,109.29,0.04,-90.99,2.0,-41.79,5.18,258.73,4.39,80.96,1.32,75.53,0.54,-46.05,0.46,144.68,382.46,64.2,62.7,0.84,0.07,-83.09,0.54,-34.39,85.11,9.29,31.4,85.14
Taylor Adams,9.82,29.46,15.99,8.59,17.18,40.11,3.21,9.63,-17.25,4.14,16.56,52.94,1.04,1.04,23.66,1.1,-3.3,39.95,0.61,3.66,-18.01,0.43,0.43,-14.17,18.42,26.19,10.18,13.97,8.69,55.32,0.08,-81.98,3.13,-8.91,2.79,93.21,3.0,23.66,0.39,-48.14,0.75,-25.07,0.02,-89.36,241.66,3.75,54.64,-12.12,0.19,-54.11,1.07,30.01,74.69,-2.53,15.31,74.66
Taylor Walker,8.75,26.25,3.35,2.44,4.88,-60.2,6.05,18.15,55.97,1.62,6.48,-40.16,0.54,0.54,-35.79,0.24,-0.72,-69.47,1.79,10.74,140.59,0.87,0.87,73.65,11.2,-23.27,6.73,-24.65,4.37,-21.89,1.13,154.5,4.92,43.19,0.67,-53.6,2.57,5.94,2.74,264.36,0.0,-100.0,0.0,-100.0,253.9,9.01,60.56,-2.6,1.62,291.3,0.67,-18.59,69.0,1.85,6.53,67.19
Tex Wanganeen,3.0,9.0,-64.56,0.0,0.0,-100.0,2.0,6.0,-48.44,3.0,12.0,10.82,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,34.41,1.0,1.0,99.6,3.0,-79.45,2.0,-77.61,1.0,-82.13,0.0,-100.0,2.0,-41.79,0.0,-100.0,1.0,-58.78,1.0,32.98,0.0,-100.0,0.0,-100.0,59.0,-74.67,33.3,-46.44,1.0,141.55,0.0,-100.0,34.0,-0.0,-47.51,34.0
Thomas Berry,7.24,21.72,-14.48,4.53,9.06,-26.11,3.12,9.36,-19.57,3.29,13.16,21.54,1.53,1.53,81.93,0.67,-2.01,-14.76,0.21,1.26,-71.77,0.48,0.48,-4.19,11.77,-19.37,8.05,-9.87,4.42,-21.0,0.0,-100.0,3.12,-9.2,0.31,-78.53,3.48,43.45,0.67,-10.9,0.43,-57.04,0.0,-100.0,216.5,-7.05,52.87,-14.97,0.8,93.24,0.48,-41.68,54.6,5.59,-15.71,54.56
Tim Membrey,7.34,22.02,-13.3,3.54,7.08,-42.26,4.77,14.31,22.97,1.46,5.84,-46.07,0.51,0.51,-39.36,0.64,-1.92,-18.58,1.44,8.64,93.55,0.65,0.65,29.74,10.88,-25.46,6.82,-23.65,4.16,-25.65,0.58,30.63,4.19,21.94,0.1,-93.07,2.28,-6.02,1.47,95.48,0.01,-99.0,0.01,-94.68,178.77,-23.25,62.23,0.09,1.16,180.19,0.29,-64.76,57.7,-10.63,-10.92,57.13
Tim Taranto,14.14,42.42,67.02,11.93,23.86,94.58,3.57,10.71,-7.97,4.86,19.44,79.53,1.71,1.71,103.33,1.29,-3.87,64.12,0.5,3.0,-32.8,0.43,0.43,-14.17,26.07,78.6,15.43,72.75,9.64,72.3,0.29,-34.68,3.29,-4.25,3.93,172.16,4.0,64.88,0.36,-52.13,1.93,92.81,0.07,-62.77,362.36,55.57,61.64,-0.86,0.21,-49.28,0.64,-22.24,97.71,-0.0,50.85,97.7
Toby Bedford,4.74,14.22,-44.01,6.85,13.7,11.73,2.07,6.21,-46.64,5.07,20.28,87.29,0.75,0.75,-10.82,0.85,-2.55,8.14,0.56,3.36,-24.73,0.47,0.47,-6.19,11.6,-20.53,8.15,-8.76,4.16,-25.65,0.08,-81.98,1.99,-42.08,1.14,-21.05,2.64,8.82,0.48,-36.17,0.21,-79.02,0.16,-14.89,185.34,-20.43,62.25,0.12,0.26,-37.2,0.67,-18.59,56.45,-1.73,-12.85,56.44
Toby Greene,11.37,34.11,34.3,5.02,10.04,-18.12,4.6,13.8,18.59,2.42,9.68,-10.6,0.99,0.99,17.72,1.61,-4.83,104.83,2.06,12.36,176.88,1.44,1.44,187.43,16.4,12.35,9.79,9.61,6.71,19.93,0.48,8.11,4.12,19.91,1.38,-4.43,4.65,91.67,1.41,87.5,0.18,-82.02,0.09,-52.13,337.02,44.7,59.05,-5.03,1.48,257.49,0.84,2.07,77.69,-4.16,19.94,77.59
