playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,goalAssists W Mean,goalAssists Scalar,tacklesInside50 W Mean,tacklesInside50 Scalar,metresGained W Mean,metresGained Scalar,extendedStats.groundBallGets W Mean,extendedStats.groundBallGets Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.centreBounceAttendances W Mean,extendedStats.centreBounceAttendances Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Sam Draper,7.5,22.5,-26.15,1.0,2.0,-88.2,1.5,4.5,-58.97,1.0,4.0,-71.46,0.5,0.5,-45.41,0.5,-1.5,-41.25,0.0,0.0,-100.0,1.0,1.0,171.74,8.5,-54.37,2.5,-77.82,4.5,-38.94,0.5,119.3,1.0,-70.83,2.0,-29.65,3.5,15.7,0.0,-100.0,51.4,-27.28,0.0,-100.0,1.0,141.55,0.0,-100.0,137.0,-52.26,1.5,-71.32,1.5,31.0,12.0,27.35,46.5,-0.0,-37.36,33.0
Sam Durham,10.45,31.35,2.89,9.75,19.5,15.1,4.51,13.53,23.36,4.07,16.28,16.15,1.1,1.1,20.09,0.96,-2.88,12.81,0.43,2.58,-2.49,0.19,0.19,-48.37,20.2,8.44,12.91,14.56,7.4,0.41,0.36,57.89,4.16,21.35,3.42,20.3,3.7,22.31,0.18,-53.37,77.99,10.35,0.93,-36.56,0.51,23.19,0.47,-8.91,312.98,9.06,4.76,-8.99,0.93,-18.78,11.72,24.38,81.67,19.81,10.02,81.65
Sam Flanders,14.53,43.59,43.07,15.53,31.06,83.33,4.11,12.33,12.42,1.75,7.0,-50.06,1.28,1.28,39.74,0.35,-1.05,-58.87,0.89,5.34,101.81,0.15,0.15,-59.24,30.07,61.43,21.14,87.59,9.46,28.36,0.0,-100.0,4.11,19.89,5.18,82.2,5.43,79.5,0.18,-53.37,77.43,9.55,1.18,-19.51,1.0,141.55,0.25,-51.55,440.46,53.49,6.57,25.62,1.18,3.06,14.5,53.88,99.72,-1.35,34.34,99.7
Sam Switkowski,7.0,21.0,-31.08,6.0,12.0,-29.17,0.0,0.0,-100.0,4.0,16.0,14.16,2.0,2.0,118.34,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,13.0,-30.21,4.0,-64.5,11.0,49.25,0.0,-100.0,0.0,-100.0,2.0,-29.65,4.0,32.23,0.0,-100.0,69.2,-2.09,0.0,-100.0,0.0,-100.0,2.0,287.6,200.0,-30.31,6.0,14.72,2.0,74.67,3.0,-68.16,57.0,-0.0,-23.21,57.0
Sam Walsh,13.31,39.93,31.06,14.94,29.88,76.37,3.1,9.3,-15.21,6.42,25.68,83.22,0.9,0.9,-1.75,1.29,-3.87,51.59,0.28,1.68,-36.51,0.44,0.44,19.57,28.25,51.66,17.0,50.86,11.01,49.39,0.02,-91.23,3.08,-10.15,4.9,72.35,4.92,62.64,0.05,-87.05,67.45,-4.57,1.4,-4.5,0.58,40.1,0.49,-5.04,382.59,33.32,8.84,69.02,1.58,37.99,20.06,112.88,103.95,4.67,40.03,103.94
Scott Pendlebury,11.67,35.01,14.91,10.35,20.7,22.18,3.13,9.39,-14.39,4.16,16.64,18.72,0.99,0.99,8.08,0.64,-1.92,-24.79,0.32,1.92,-27.44,0.16,0.16,-56.52,22.01,18.16,12.61,11.9,8.67,17.64,0.06,-73.68,3.07,-10.44,4.24,49.14,3.07,1.49,0.18,-53.37,70.95,0.38,1.67,13.92,0.6,44.93,0.47,-8.91,300.54,4.73,6.09,16.44,1.39,21.4,18.7,98.45,82.9,-0.58,11.68,82.89
Seamus Mitchell,10.0,30.0,-1.54,4.0,8.0,-52.78,4.0,12.0,9.41,1.0,4.0,-71.46,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-24.84,9.0,-20.13,3.0,-59.29,1.0,338.6,3.0,-12.49,0.0,-100.0,0.0,-100.0,0.0,-100.0,85.7,21.25,3.0,104.64,0.0,-100.0,0.0,-100.0,146.0,-49.12,2.0,-61.76,0.0,-100.0,0.0,-100.0,54.0,-0.0,-27.26,54.0
Sebastian Ross,11.55,34.65,13.73,8.66,17.32,2.23,3.5,10.5,-4.27,4.95,19.8,41.27,0.37,0.37,-59.61,0.72,-2.16,-15.39,0.13,0.78,-70.52,0.25,0.25,-32.07,20.21,8.5,13.88,23.17,6.62,-10.18,0.01,-95.61,3.49,1.81,3.32,16.78,2.99,-1.16,0.13,-66.32,76.14,7.73,1.8,22.78,0.34,-17.87,0.29,-43.8,293.66,2.33,4.61,-11.85,1.28,11.79,14.7,56.0,81.49,-2.41,9.78,81.51
Shai Bolton,10.63,31.89,4.67,8.22,16.44,-2.96,4.74,14.22,29.65,5.63,22.52,60.67,0.97,0.97,5.9,0.11,-0.33,-87.07,0.19,1.14,-56.92,1.05,1.05,185.33,18.85,1.2,10.43,-7.45,9.33,26.59,0.1,-56.14,4.64,35.36,6.7,135.67,4.24,40.17,1.02,164.25,66.61,-5.76,2.73,86.22,0.15,-63.77,0.14,-72.87,414.66,44.5,5.35,2.29,0.21,-81.66,27.22,188.87,87.85,-2.35,18.35,87.9
Shaun Mannagh,8.0,24.0,-21.23,4.0,8.0,-52.78,2.0,6.0,-45.3,3.0,12.0,-14.38,1.0,1.0,9.17,0.0,-0.0,-100.0,2.0,12.0,353.51,0.0,0.0,-100.0,12.0,-35.58,5.0,-55.63,9.0,22.12,0.0,-100.0,2.0,-41.66,3.0,5.52,2.0,-33.88,1.0,159.07,66.7,-5.63,2.0,36.43,0.0,-100.0,0.0,-100.0,232.0,-19.16,7.0,33.84,1.0,-12.66,0.0,-100.0,63.0,-0.0,-15.13,63.0
Steele Sidebottom,15.42,46.26,51.83,6.84,13.68,-19.25,5.07,15.21,38.68,4.65,18.6,32.71,1.0,1.0,9.17,1.77,-5.31,107.99,0.28,1.68,-36.51,0.84,0.84,128.26,22.26,19.5,14.51,28.76,7.17,-2.71,0.28,22.81,4.79,39.73,3.42,20.3,2.81,-7.11,0.56,45.08,63.52,-10.13,2.51,71.21,0.56,35.27,0.02,-96.12,393.17,37.01,4.58,-12.43,0.84,-26.64,12.56,33.29,91.95,29.92,23.87,91.96
Stephen Coniglio,12.97,38.91,27.71,11.13,22.26,31.39,2.29,6.87,-37.36,3.76,15.04,7.31,0.98,0.98,6.99,1.51,-4.53,77.44,0.4,2.4,-9.3,0.4,0.4,8.7,24.11,29.44,15.94,41.45,7.51,1.9,0.01,-95.61,2.28,-33.49,4.45,56.52,4.11,35.87,0.36,-6.74,69.3,-1.95,1.41,-3.82,1.34,223.67,0.11,-78.68,365.55,27.38,5.26,0.57,0.92,-19.65,21.1,123.92,82.34,-12.74,10.92,82.33
Tanner Bruhn,10.66,31.98,4.96,8.09,16.18,-4.5,1.97,5.91,-46.12,5.39,21.56,53.82,1.27,1.27,38.65,1.39,-4.17,63.34,0.24,1.44,-45.58,0.34,0.34,-7.61,18.74,0.61,9.97,-11.53,8.76,18.86,0.0,-100.0,1.97,-42.53,5.04,77.28,3.37,11.4,0.16,-58.55,67.07,-5.1,1.33,-9.28,0.26,-37.2,0.51,-1.16,300.07,4.56,6.46,23.52,1.34,17.03,17.24,82.96,74.51,-4.54,0.37,74.51
Tarryn Thomas,10.36,31.08,2.01,7.29,14.58,-13.94,3.07,9.21,-16.03,2.36,9.44,-32.65,0.5,0.5,-45.41,1.07,-3.21,25.73,0.0,0.0,-100.0,0.07,0.07,-80.98,17.64,-5.3,9.86,-12.5,6.36,-13.7,0.14,-38.6,2.93,-14.53,2.86,0.6,3.07,1.49,0.07,-81.87,75.36,6.62,2.36,60.98,0.43,3.86,0.43,-16.67,330.0,14.99,5.57,6.5,1.07,-6.55,9.0,-4.49,61.64,8.14,-16.96,61.67
Taylor Adams,9.09,27.27,-10.5,13.9,27.8,64.09,5.55,16.65,51.81,4.2,16.8,19.86,0.97,0.97,5.9,1.2,-3.6,41.01,0.0,0.0,-100.0,0.1,0.1,-72.83,22.99,23.42,16.88,49.79,7.23,-1.9,0.0,-100.0,5.55,61.9,1.52,-46.54,5.63,86.12,0.06,-84.46,62.22,-11.97,1.69,15.28,1.0,141.55,0.98,89.92,271.98,-5.22,5.09,-2.68,0.96,-16.16,9.77,3.68,86.02,8.03,15.88,85.99
Thomson Dow,6.21,18.63,-38.85,11.51,23.02,35.88,1.87,5.61,-48.85,2.12,8.48,-39.5,1.13,1.13,23.36,0.56,-1.68,-34.2,0.01,0.06,-97.73,0.08,0.08,-78.26,17.72,-4.87,8.98,-20.31,8.87,20.35,0.0,-100.0,1.87,-45.45,4.36,53.36,1.79,-40.83,0.08,-79.27,70.93,0.36,1.22,-16.78,0.26,-37.2,0.09,-82.56,164.36,-42.73,5.94,13.58,0.97,-15.28,17.48,85.5,55.31,-5.59,-25.49,55.33
Tim Kelly,12.55,37.65,23.57,12.03,24.06,42.01,3.07,9.21,-16.03,4.66,18.64,32.99,1.0,1.0,9.17,1.31,-3.93,53.94,0.21,1.26,-52.38,0.37,0.37,0.54,24.57,31.91,13.45,19.35,11.3,53.32,0.02,-91.23,3.05,-11.03,5.71,100.84,4.57,51.07,0.07,-81.87,67.69,-4.23,1.67,13.92,0.75,81.16,0.31,-39.92,398.04,38.7,8.71,66.54,1.25,9.17,22.4,137.72,88.3,-3.14,18.95,88.26
Tim Taranto,12.66,37.98,24.66,12.88,25.76,52.05,3.52,10.56,-3.72,5.53,22.12,57.82,1.11,1.11,21.18,1.0,-3.0,17.51,0.46,2.76,4.31,0.66,0.66,79.35,25.54,37.11,13.44,19.27,11.43,55.09,0.18,-21.05,3.33,-2.86,5.68,99.79,3.69,21.98,0.39,1.04,63.91,-9.58,1.87,27.56,0.68,64.25,0.76,47.29,328.14,14.35,7.61,45.51,0.96,-16.16,20.38,116.28,97.94,-5.81,31.94,97.95
Toby Bedford,4.17,12.51,-58.94,8.17,16.34,-3.55,1.5,4.5,-58.97,8.67,34.68,147.43,0.33,0.33,-63.97,1.33,-3.99,56.29,0.33,1.98,-25.17,0.0,0.0,-100.0,12.33,-33.81,8.33,-26.08,4.0,-45.73,0.0,-100.0,1.5,-56.24,2.0,-29.65,2.17,-28.26,0.33,-14.51,86.25,22.03,0.33,-77.49,0.67,61.84,0.67,29.84,124.67,-56.56,3.0,-42.64,0.67,-41.48,24.33,158.2,66.33,-0.0,-10.65,66.35
Toby McMullin,2.0,6.0,-80.31,4.0,8.0,-52.78,0.0,0.0,-100.0,3.0,12.0,-14.38,2.0,2.0,118.34,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,6.0,-67.79,5.0,-55.63,3.0,-59.29,0.0,-100.0,0.0,-100.0,1.0,-64.83,0.0,-100.0,0.0,-100.0,66.7,-5.63,1.0,-31.79,0.0,-100.0,3.0,481.4,113.0,-60.62,2.0,-61.76,1.0,-12.66,0.0,-100.0,34.0,-0.0,-54.2,34.0
Todd Goldstein,9.0,27.0,-11.38,9.0,18.0,6.24,2.0,6.0,-45.3,2.0,8.0,-42.92,4.0,4.0,336.68,2.0,-6.0,135.02,0.0,0.0,-100.0,0.0,0.0,-100.0,18.0,-3.37,5.0,-55.63,14.0,89.96,0.0,-100.0,2.0,-41.66,8.0,181.39,4.0,32.23,0.0,-100.0,66.7,-5.63,3.0,104.64,0.0,-100.0,0.0,-100.0,291.0,1.4,5.0,-4.4,2.0,74.67,15.0,59.18,79.0,-0.0,6.42,57.0
Tom Atkins,8.2,24.6,-19.26,10.17,20.34,20.06,1.66,4.98,-54.6,5.97,23.88,70.38,1.34,1.34,46.29,1.48,-4.44,73.91,0.04,0.24,-90.93,0.0,0.0,-100.0,18.36,-1.43,9.72,-13.75,9.43,27.95,0.01,-95.61,1.64,-52.16,3.94,38.59,2.95,-2.48,0.06,-84.46,72.21,2.17,1.19,-18.83,0.58,40.1,0.67,29.84,214.11,-25.39,7.2,37.67,1.61,40.61,19.38,105.67,70.91,-10.4,-4.48,70.94
Tom Green,13.63,40.89,34.21,18.03,36.06,112.84,3.42,10.26,-6.46,4.51,18.04,28.71,0.56,0.56,-38.86,1.17,-3.51,37.49,0.39,2.34,-11.56,0.13,0.13,-64.67,31.66,69.97,17.35,53.96,14.42,95.66,0.1,-56.14,3.33,-2.86,5.99,110.69,4.15,37.19,0.12,-68.91,66.87,-5.39,2.29,56.21,0.32,-22.71,0.32,-37.98,415.87,44.92,10.42,99.24,1.53,33.62,23.23,146.52,104.77,5.9,41.14,104.77
Tom Liberatore,11.0,33.0,8.31,13.38,26.76,57.95,2.8,8.4,-23.41,5.81,23.24,65.81,1.29,1.29,40.83,1.45,-4.35,70.39,0.26,1.56,-41.04,0.41,0.41,11.41,24.38,30.89,11.06,-1.85,13.72,86.16,0.11,-51.75,2.7,-21.24,7.89,177.52,4.11,35.87,0.14,-63.73,73.42,3.88,1.89,28.92,0.57,37.68,0.74,43.41,299.88,4.5,9.94,90.06,1.93,68.56,20.43,116.81,90.24,-2.5,21.56,90.31
Tom McDonald,7.0,21.0,-31.08,3.0,6.0,-64.59,5.0,15.0,36.76,0.0,0.0,-100.0,0.0,0.0,-100.0,1.0,-3.0,17.51,1.0,6.0,126.76,0.0,0.0,-100.0,10.0,-46.31,7.0,-37.88,3.0,-59.29,0.0,-100.0,5.0,45.86,0.0,-100.0,1.0,-66.94,3.0,677.2,50.0,-29.26,0.0,-100.0,2.0,383.09,0.0,-100.0,222.0,-22.64,3.0,-42.64,0.0,-100.0,0.0,-100.0,48.0,-0.0,-35.34,45.0
Tom Mitchell,5.36,16.08,-47.22,15.18,30.36,79.2,2.18,6.54,-40.37,5.92,23.68,68.95,1.49,1.49,62.66,1.89,-5.67,122.09,0.47,2.82,6.58,0.01,0.01,-97.28,20.54,10.27,10.02,-11.08,10.97,48.85,0.43,88.6,1.75,-48.95,4.48,57.58,1.04,-65.62,0.87,125.39,78.51,11.08,0.13,-91.13,0.08,-80.68,0.47,-8.91,141.41,-50.72,7.48,43.02,1.47,28.38,14.81,57.17,75.28,-12.28,1.41,75.31
Tom Powell,10.39,31.17,2.3,11.54,23.08,36.23,4.5,13.5,23.09,4.79,19.16,36.7,0.33,0.33,-63.97,0.6,-1.8,-29.49,0.64,3.84,45.12,0.0,0.0,-100.0,21.93,17.73,14.39,27.7,7.32,-0.68,0.0,-100.0,4.5,31.27,4.39,54.41,3.21,6.12,0.21,-45.6,80.31,13.63,1.93,31.65,0.57,37.68,0.36,-30.23,287.14,0.06,5.5,5.16,1.33,16.16,14.11,49.74,89.25,16.76,20.23,89.28
Tom Sparrow,8.09,24.27,-20.34,3.91,7.82,-53.84,4.33,12.99,18.44,1.4,5.6,-60.05,0.0,0.0,-100.0,0.02,-0.06,-97.65,0.0,0.0,-100.0,0.42,0.42,14.13,12.0,-35.58,8.23,-26.97,3.35,-54.55,0.0,-100.0,4.33,26.31,0.58,-79.6,3.02,-0.17,0.0,-100.0,68.65,-2.87,1.42,-3.14,0.02,-95.17,0.42,-18.6,216.51,-24.55,2.77,-47.04,0.42,-63.32,1.95,-79.31,51.0,-20.72,-31.3,51.04
Tom Stewart,17.5,52.5,72.31,7.5,15.0,-11.46,6.25,18.75,70.95,3.0,12.0,-14.38,1.5,1.5,63.76,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,25.0,34.21,14.25,26.45,10.5,42.47,0.75,228.95,5.5,60.44,3.5,23.11,3.25,7.44,0.0,-100.0,77.38,9.48,4.75,224.01,0.25,-39.61,0.75,45.35,444.0,54.72,7.5,43.4,2.25,96.51,20.0,112.25,96.75,-0.0,30.33,96.75
Touk Miller,12.49,37.47,22.98,13.99,27.98,65.15,3.08,9.24,-15.75,4.99,19.96,42.41,1.33,1.33,45.2,1.28,-3.84,50.41,0.26,1.56,-41.04,0.39,0.39,5.98,26.5,42.27,15.85,40.65,11.0,49.25,0.02,-91.23,3.07,-10.44,5.04,77.28,4.57,51.07,0.21,-45.6,71.79,1.57,2.03,38.47,0.99,139.13,0.73,41.47,402.15,40.14,7.46,42.64,1.19,3.93,18.33,94.52,94.07,-5.66,26.72,94.09
Travis Boak,13.0,39.0,28.0,15.18,30.36,79.2,4.82,14.46,31.84,4.55,18.2,29.85,1.09,1.09,19.0,0.82,-2.46,-3.64,0.55,3.3,24.72,0.45,0.45,22.28,28.18,51.29,16.0,41.98,13.18,78.83,0.09,-60.53,4.73,37.98,6.55,130.39,6.18,104.3,0.27,-30.05,73.8,4.42,0.82,-44.07,0.73,76.33,0.36,-30.23,372.27,29.72,8.64,65.2,1.45,26.64,19.27,104.5,104.36,-0.0,40.59,104.4
Trent Cotchin,10.76,32.28,5.95,9.61,19.22,13.45,3.28,9.84,-10.28,2.33,9.32,-33.5,1.16,1.16,26.64,0.98,-2.94,15.16,0.46,2.76,4.31,0.44,0.44,19.57,20.37,9.36,10.93,-3.01,9.39,27.41,0.15,-34.21,3.15,-8.11,3.58,25.92,3.65,20.66,0.45,16.58,69.48,-1.7,1.15,-21.56,0.24,-42.03,0.04,-92.25,287.27,0.1,5.87,12.24,0.52,-54.59,13.75,45.92,72.14,-1.59,-2.82,72.08
Trent Rivers,11.67,35.01,14.91,10.5,21.0,23.95,3.67,11.01,0.38,2.67,10.68,-23.8,0.83,0.83,-9.39,0.5,-1.5,-41.25,0.17,1.02,-61.45,0.0,0.0,-100.0,22.17,19.02,12.33,9.42,9.17,24.42,0.17,-25.44,3.5,2.1,4.0,40.7,4.33,43.14,0.17,-55.96,68.13,-3.61,2.67,82.13,0.67,61.84,0.0,-100.0,354.5,23.53,7.17,37.09,0.83,-27.51,14.83,57.38,78.0,-0.0,5.08,78.05
Tyler Brockman,4.0,12.0,-60.61,7.0,14.0,-17.37,3.0,9.0,-17.94,2.0,8.0,-42.92,1.0,1.0,9.17,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-40.95,5.0,-55.63,6.0,-18.59,0.0,-100.0,3.0,-12.49,0.0,-100.0,1.0,-66.94,0.0,-100.0,90.9,28.61,0.0,-100.0,1.0,141.55,1.0,93.8,59.0,-79.44,5.0,-4.4,1.0,-12.66,0.0,-100.0,44.0,-0.0,-40.73,44.0
Tyler Brown,2.0,6.0,-80.31,6.0,12.0,-29.17,0.0,0.0,-100.0,7.0,28.0,99.77,0.0,0.0,-100.0,1.0,-3.0,17.51,1.0,6.0,126.76,0.0,0.0,-100.0,8.0,-57.05,2.0,-82.25,6.0,-18.59,0.0,-100.0,0.0,-100.0,2.0,-29.65,0.0,-100.0,0.0,-100.0,75.0,6.12,2.0,36.43,0.0,-100.0,0.0,-100.0,42.0,-85.36,6.0,14.72,2.0,74.67,15.0,59.18,49.0,-0.0,-33.99,49.0
Tyler Sonsie,11.25,33.75,10.77,7.75,15.5,-8.51,3.25,9.75,-11.11,1.75,7.0,-50.06,0.5,0.5,-45.41,0.0,-0.0,-100.0,0.25,1.5,-43.31,0.75,0.75,103.8,19.0,2.0,11.75,4.27,7.0,-5.02,0.0,-100.0,3.25,-5.19,1.25,-56.03,2.5,-17.36,1.25,223.83,65.28,-7.64,1.0,-31.79,0.75,81.16,0.0,-100.0,261.0,-9.05,6.0,14.72,2.25,96.51,6.25,-33.67,68.75,-0.0,-7.38,68.75
Wil Dawson,6.0,18.0,-40.92,5.0,10.0,-40.98,4.0,12.0,9.41,1.0,4.0,-71.46,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-40.95,5.0,-55.63,6.0,-18.59,1.0,338.6,3.0,-12.49,0.0,-100.0,0.0,-100.0,0.0,-100.0,90.9,28.61,1.0,-31.79,0.0,-100.0,0.0,-100.0,92.0,-67.94,5.0,-4.4,2.0,74.67,0.0,-100.0,44.0,-0.0,-40.73,44.0
Will Ashcroft,10.0,30.0,-1.54,11.0,22.0,29.85,1.0,3.0,-72.65,2.0,8.0,-42.92,1.0,1.0,9.17,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,171.74,21.0,12.74,16.0,41.98,5.0,-32.16,0.0,-100.0,1.0,-70.83,3.0,5.52,4.0,32.23,0.0,-100.0,61.9,-12.42,1.0,-31.79,0.0,-100.0,0.0,-100.0,273.0,-4.87,3.0,-42.64,1.0,-12.66,7.0,-25.71,65.0,-0.0,-12.44,65.0
Will Brodie,7.96,23.88,-21.62,14.75,29.5,74.12,1.49,4.47,-59.25,4.1,16.4,17.01,0.87,0.87,-5.02,0.82,-2.46,-3.64,0.26,1.56,-41.04,0.24,0.24,-34.78,22.71,21.92,12.56,11.46,10.77,46.13,0.23,0.88,1.26,-63.24,5.33,87.48,3.37,11.4,0.01,-97.41,72.96,3.23,0.58,-60.44,0.06,-85.51,0.71,37.6,246.67,-14.04,7.44,42.26,0.62,-45.85,15.6,65.55,74.49,-11.16,0.35,74.46
Will Day,10.09,30.27,-0.65,7.38,14.76,-12.88,2.29,6.87,-37.36,4.44,17.76,26.71,1.81,1.81,97.6,0.62,-1.86,-27.14,0.02,0.12,-95.46,0.71,0.71,92.93,17.47,-6.21,10.12,-10.2,7.96,8.01,0.29,27.19,2.01,-41.37,3.79,33.31,4.58,51.4,0.26,-32.64,77.8,10.08,0.77,-47.48,0.69,66.67,0.05,-90.31,315.22,9.84,4.57,-12.62,0.49,-57.21,18.62,97.6,70.44,-4.05,-5.11,70.44
Will Graham,6.0,18.0,-40.92,7.0,14.0,-17.37,4.0,12.0,9.41,2.0,8.0,-42.92,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,1.0,1.0,171.74,13.0,-30.21,9.0,-20.13,4.0,-45.73,1.0,338.6,3.0,-12.49,1.0,-64.83,1.0,-66.94,1.0,159.07,61.5,-12.99,1.0,-31.79,0.0,-100.0,0.0,-100.0,223.0,-22.29,3.0,-42.64,0.0,-100.0,6.0,-36.33,59.0,-0.0,-20.52,59.0
Will Phillips,4.04,12.12,-60.22,12.39,24.78,46.26,2.14,6.42,-41.47,2.32,9.28,-33.79,1.04,1.04,13.54,0.54,-1.62,-36.55,0.43,2.58,-2.49,0.0,0.0,-100.0,16.43,-11.79,9.29,-17.56,7.64,3.66,0.07,-69.3,2.07,-39.61,2.64,-7.14,0.93,-69.26,0.04,-89.64,80.5,13.9,0.46,-68.62,0.04,-90.34,0.54,4.65,116.57,-59.38,6.36,21.61,1.18,3.06,21.25,125.51,54.61,-10.66,-26.43,54.6
Will Setterfield,13.19,39.57,29.87,12.37,24.74,46.03,5.28,15.84,44.42,7.11,28.44,102.91,1.37,1.37,49.56,0.11,-0.33,-87.07,0.02,0.12,-95.46,0.45,0.45,22.28,25.56,37.22,13.53,20.06,12.92,75.31,0.0,-100.0,5.28,54.03,6.78,138.48,6.53,115.87,0.04,-89.64,68.49,-3.1,3.16,115.55,0.49,18.36,0.55,6.59,407.27,41.92,10.95,109.37,2.63,129.69,24.3,157.88,110.22,15.39,48.48,110.2
Will Snelling,5.0,15.0,-50.77,6.0,12.0,-29.17,5.0,15.0,36.76,10.0,40.0,185.39,1.0,1.0,9.17,0.0,-0.0,-100.0,1.0,6.0,126.76,1.0,1.0,171.74,11.0,-40.95,7.0,-37.88,5.0,-32.16,0.0,-100.0,5.0,45.86,0.0,-100.0,0.0,-100.0,3.0,677.2,90.9,28.61,1.0,-31.79,1.0,141.55,4.0,675.19,140.0,-51.21,3.0,-42.64,1.0,-12.66,0.0,-100.0,90.0,-0.0,21.24,90.0
Willem Drew,10.17,30.51,0.14,8.79,17.58,3.77,2.89,8.67,-20.95,6.98,27.92,99.2,1.36,1.36,48.47,1.03,-3.09,21.03,0.17,1.02,-61.45,0.22,0.22,-40.22,18.97,1.84,10.51,-6.74,9.02,22.39,0.0,-100.0,2.89,-15.69,4.28,50.55,4.12,36.2,0.03,-92.23,71.09,0.58,1.24,-15.42,0.67,61.84,1.0,93.8,295.3,2.9,6.2,18.55,1.43,24.89,17.73,88.16,84.16,5.63,13.37,84.19
Xavier O'Halloran,9.5,28.5,-6.46,7.0,14.0,-17.37,5.0,15.0,36.76,0.5,2.0,-85.73,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,16.5,-11.42,11.0,-2.39,6.0,-18.59,0.0,-100.0,5.0,45.86,1.0,-64.83,3.5,15.7,0.5,29.53,64.8,-8.32,2.0,36.43,0.5,20.77,0.0,-100.0,333.5,16.21,6.0,14.72,1.5,31.0,0.0,-100.0,59.5,-0.0,-19.85,59.5
Xavier O'Neill,4.0,12.0,-60.61,4.0,8.0,-52.78,2.0,6.0,-45.3,3.5,14.0,-0.11,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,8.0,-57.05,3.5,-68.94,5.0,-32.16,0.5,119.3,1.5,-56.24,0.5,-82.41,2.5,-17.36,0.0,-100.0,93.75,32.64,0.0,-100.0,0.0,-100.0,0.5,-3.1,162.5,-43.37,3.0,-42.64,0.5,-56.33,8.0,-15.1,38.0,-0.0,-48.81,38.0
Zac Bailey,12.25,36.75,20.62,5.13,10.26,-39.44,3.86,11.58,5.58,2.92,11.68,-16.67,0.52,0.52,-43.23,1.82,-5.46,113.87,1.08,6.48,144.9,0.11,0.11,-70.11,17.38,-6.69,11.26,-0.08,7.0,-5.02,0.43,88.6,3.43,0.06,2.8,-1.51,4.35,43.8,0.52,34.72,77.19,9.21,0.95,-35.2,0.54,30.43,0.94,82.17,326.38,13.73,4.7,-10.13,0.66,-42.36,6.3,-33.14,71.93,5.31,-3.1,71.92
Zach Merrett,15.37,46.11,51.34,12.51,25.02,47.68,4.36,13.08,19.26,4.97,19.88,41.84,1.52,1.52,65.94,0.66,-1.98,-22.44,0.62,3.72,40.59,0.62,0.62,68.48,27.88,49.68,18.55,64.61,9.3,26.19,0.08,-64.91,4.27,24.56,4.13,45.27,4.82,59.34,0.43,11.4,70.37,-0.44,1.6,9.14,0.72,73.91,0.69,33.72,433.91,51.2,6.3,20.46,1.58,37.99,22.54,139.2,107.97,-0.67,45.45,107.97
Zach Tuohy,14.83,44.49,46.02,5.24,10.48,-38.14,4.05,12.15,10.78,2.06,8.24,-41.21,0.01,0.01,-98.91,0.11,-0.33,-87.07,0.02,0.12,-95.46,0.06,0.06,-83.7,20.06,7.69,6.2,-44.98,6.7,-9.09,0.04,-82.46,4.01,16.98,1.75,-38.45,0.52,-82.81,0.05,-87.05,50.62,-28.38,6.6,350.2,0.01,-97.58,0.0,-100.0,406.52,41.66,6.64,26.96,0.2,-82.53,0.0,-100.0,75.17,-3.97,1.26,75.22
